order_id,customer_id,order_date,total_amount,status
412,211,2023-06-04,422.31,Completed
413,60,2023-07-22,458.52,Completed
414,517,2023-09-19,1371.12,Completed
415,896,2023-03-20,2408.66,Completed
416,388,2023-08-21,2036.79,Completed
417,716,2023-04-18,1039.3,Completed
418,483,2023-07-14,590.97,Completed
419,159,2023-05-25,2367.6,Completed
420,201,2023-04-15,454.53,Completed
421,67,2023-05-21,811.93,Completed
422,952,2023-10-05,2295.61,Completed
423,373,2023-10-28,1094.32,Pending
424,813,2023-06-14,1935.9,Pending
425,810,2023-02-22,962.19,Completed
426,530,2023-08-21,165.66,Completed
427,732,2023-12-04,145.64,Completed
428,447,2023-12-18,1101.73,Completed
429,471,2023-05-11,67.18,Completed
430,520,2023-11-03,1707.45,Completed
431,586,2023-07-17,1269.66,Completed
432,367,2023-09-01,510.05,Completed
433,318,2023-05-31,320.44,Completed
434,680,2023-08-07,978.88,Completed
435,254,2023-04-17,554.23,Completed
436,417,2023-02-06,1796.46,Completed
437,988,2023-06-24,692.6,Completed
438,745,2023-03-06,1146.6,Completed
439,556,2023-11-02,63.96,Completed
440,52,2023-02-07,2908.29,Completed
441,486,2023-10-01,1141.37,Completed
442,866,2023-01-16,783.59,Pending
443,744,2023-12-29,344.72,Completed
444,513,2023-05-04,2129.31,Completed
445,739,2023-03-22,1409.94,Completed
446,318,2023-12-07,1226.65,Completed
447,281,2023-04-29,383.82,Completed
448,791,2023-06-21,346.3,Completed
449,997,2023-08-06,770.74,Completed
450,226,2023-07-08,1149.99,Cancelled
451,656,2023-07-15,692.01,Completed
452,696,2023-02-16,479.4,Completed
453,248,2023-06-30,146.73,Completed
454,971,2023-10-31,537.48,Completed
455,572,2023-04-05,957.76,Pending
456,921,2023-12-17,1051.12,Completed
457,775,2023-03-09,404.18,Completed
458,780,2023-02-26,641.46,Completed
459,845,2023-05-05,479.56,Completed
460,830,2023-12-11,244.39,Completed
461,956,2023-07-22,467.37,Completed
462,244,2023-11-05,136.5,Completed
463,450,2023-01-28,990.09,Completed
464,854,2023-01-27,66.32,Completed
465,825,2023-08-09,623.24,Completed
466,247,2023-06-26,159.33,Completed
467,199,2023-10-10,1622.32,Completed
468,337,2023-07-23,1771.98,Completed
469,946,2023-02-28,930.48,Completed
470,586,2023-04-25,636.75,Cancelled
471,392,2023-06-24,1393.1,Completed
472,588,2023-10-09,129.73,Completed
473,194,2023-02-14,451.16,Completed
474,281,2023-04-23,1038.9,Completed
475,372,2023-07-16,603.12,Completed
476,763,2023-06-16,930.84,Completed
477,237,2023-06-19,1059.78,Completed
478,221,2023-04-04,1598.42,Pending
479,769,2023-06-17,527.71,Completed
480,612,2023-04-25,1220.76,Completed
481,914,2023-09-03,1567.23,Completed
482,490,2023-05-10,1200.88,Completed
483,675,2023-03-10,2296.88,Completed
484,860,2023-01-03,365.03,Completed
485,554,2023-03-05,489.88,Completed
486,402,2023-03-25,602.55,Pending
487,514,2023-12-18,2266.47,Completed
488,504,2023-03-10,993.27,Completed
489,746,2023-01-27,4618.99,Pending
490,995,2023-04-13,290.94,Completed
491,767,2023-12-15,512.12,Pending
492,642,2023-10-12,379.44,Completed
493,266,2023-02-04,1332.39,Completed
494,62,2023-06-12,1993.27,Pending
495,688,2023-12-30,422.31,Completed
496,509,2023-05-07,591.74,Completed
497,186,2023-02-18,1375.0,Completed
498,817,2023-03-25,979.45,Completed
499,447,2023-02-19,389.19,Completed
500,594,2023-12-27,128.76,Completed
501,96,2023-12-12,1282.83,Completed
502,435,2023-05-18,573.67,Completed
503,419,2023-08-11,796.23,Completed
504,471,2023-10-27,918.0,Pending
505,61,2023-12-26,1221.2,Completed
506,433,2023-10-07,817.96,Completed
507,619,2023-09-08,424.5,Completed
508,834,2023-02-26,2443.84,Completed
509,763,2023-05-01,1111.28,Completed
510,678,2023-07-09,1284.93,Completed
511,733,2023-04-13,1478.75,Completed
512,897,2023-03-16,271.8,Pending
513,422,2023-03-30,3298.18,Pending
514,377,2023-02-09,1138.32,Pending
515,322,2023-05-29,122.14,Completed
516,898,2023-06-07,26.26,Completed
517,92,2023-10-11,223.68,Completed
518,320,2023-01-30,1524.54,Completed
519,74,2023-10-21,92.76,Cancelled
520,344,2023-11-20,568.56,Completed
521,345,2023-01-13,1208.46,Completed
522,758,2023-09-10,2135.72,Cancelled
523,337,2023-06-29,718.6,Completed
524,103,2023-05-12,1783.28,Completed
525,759,2023-04-06,884.62,Completed
526,157,2023-02-12,195.48,Completed
527,789,2023-04-16,1289.31,Completed
528,527,2023-11-04,1967.46,Completed
529,586,2023-02-24,2398.92,Completed
530,52,2023-07-29,178.34,Completed
531,110,2023-02-01,159.14,Completed
532,888,2023-01-01,2203.0,Completed
533,14,2023-09-27,475.76,Completed
534,896,2023-06-07,689.82,Completed
535,888,2023-02-18,434.1,Completed
536,299,2023-10-10,134.62,Completed
537,967,2023-09-24,2648.58,Completed
538,22,2023-06-24,1210.38,Completed
539,708,2023-01-18,63.96,Completed
540,663,2023-03-09,125.1,Completed
541,585,2023-07-28,187.18,Pending
542,369,2023-08-03,863.78,Completed
543,510,2023-01-01,2298.58,Pending
544,938,2023-10-25,1249.5,Completed
545,414,2023-12-31,267.77,Completed
546,612,2023-05-15,1812.14,Completed
547,929,2023-01-21,1583.48,Completed
548,91,2023-05-22,582.86,Completed
549,749,2023-01-07,64.38,Completed
550,625,2023-05-02,1372.75,Completed
551,627,2023-05-10,2572.08,Completed
552,521,2023-03-22,679.82,Completed
553,742,2023-03-02,2428.54,Completed
554,86,2023-06-05,49.08,Completed
555,236,2023-02-02,78.78,Completed
556,941,2023-12-08,347.05,Cancelled
557,149,2023-10-15,224.88,Completed
558,402,2023-06-15,581.88,Completed
559,691,2023-10-10,146.73,Completed
560,393,2023-08-04,4028.08,Completed
561,935,2023-02-24,682.66,Completed
562,188,2023-01-20,196.99,Pending
563,107,2023-02-28,66.32,Cancelled
564,321,2023-07-29,794.48,Completed
565,958,2023-08-12,302.67,Completed
566,356,2023-08-27,705.4,Completed
567,390,2023-04-06,1790.64,Completed
568,681,2023-10-28,344.72,Completed
569,343,2023-08-10,397.44,Completed
570,847,2023-02-08,1932.23,Completed
571,288,2023-11-09,79.57,Completed
572,844,2023-11-25,1370.37,Completed
573,171,2023-04-16,2572.45,Completed
574,621,2023-03-23,549.88,Completed
575,295,2023-10-19,504.84,Completed
576,279,2023-12-25,1660.32,Completed
577,954,2023-12-19,128.76,Completed
578,628,2023-07-18,177.93,Pending
579,170,2023-11-06,962.19,Pending
580,622,2023-06-17,78.78,Completed
581,586,2023-04-12,132.64,Completed
582,25,2023-06-13,46.38,Completed
583,978,2023-08-27,2837.18,Completed
584,170,2023-05-19,2297.24,Completed
585,450,2023-04-30,1320.6,Completed
586,501,2023-10-14,343.64,Completed
587,812,2023-08-30,683.38,Completed
588,405,2023-10-15,1334.67,Pending
589,619,2023-09-09,1211.31,Completed
590,971,2023-06-30,893.79,Completed
591,525,2023-12-18,557.56,Completed
592,753,2023-09-15,1598.49,Cancelled
593,789,2023-08-24,432.63,Completed
594,501,2023-02-08,745.12,Completed
595,284,2023-05-03,692.6,Completed
596,188,2023-12-14,452.56,Completed
597,67,2023-05-31,685.44,Completed
598,510,2023-08-02,527.06,Completed
599,994,2023-02-17,730.99,Completed
600,621,2023-02-07,2308.64,Completed
601,218,2023-04-16,692.6,Completed
602,174,2023-12-10,2179.28,Completed
603,226,2023-11-05,1263.79,Completed
604,949,2023-07-27,329.06,Completed
605,315,2023-04-26,248.25,Completed
606,181,2023-07-29,679.7,Completed
607,209,2023-09-23,1832.71,Completed
608,746,2023-08-21,658.41,Pending
609,783,2023-12-26,1204.02,Completed
610,709,2023-07-13,422.31,Completed
611,288,2023-07-30,1040.73,Completed
612,878,2023-12-11,872.91,Completed
613,422,2023-09-30,682.66,Completed
614,383,2023-06-14,2546.09,Completed
615,268,2023-04-23,1012.8,Completed
616,635,2023-08-31,758.88,Pending
617,182,2023-08-31,389.19,Completed
618,295,2023-11-29,2678.38,Completed
619,231,2023-07-10,245.34,Completed
620,980,2023-01-23,789.93,Cancelled
621,549,2023-11-09,1290.24,Pending
622,494,2023-03-05,1328.07,Completed
623,956,2023-02-06,1081.11,Completed
624,396,2023-01-28,949.07,Pending
625,96,2023-08-29,1642.19,Completed
626,765,2023-10-23,1942.43,Cancelled
627,291,2023-10-07,581.88,Completed
628,770,2023-12-05,24.54,Completed
629,135,2023-04-18,22.32,Completed
630,381,2023-10-30,1087.92,Completed
631,75,2023-11-02,3495.98,Completed
632,988,2023-10-02,2122.87,Completed
633,6,2023-02-24,93.59,Pending
634,759,2023-01-03,434.1,Completed
635,804,2023-04-26,122.14,Completed
636,927,2023-02-14,1661.52,Completed
637,816,2023-01-15,714.58,Completed
638,25,2023-03-28,827.32,Cancelled
639,654,2023-02-28,674.01,Completed
640,158,2023-06-13,695.94,Completed
641,561,2023-08-31,2369.21,Completed
642,623,2023-10-11,234.68,Completed
643,836,2023-01-26,984.46,Completed
644,339,2023-07-05,210.27,Pending
645,544,2023-01-30,1912.11,Pending
646,639,2023-09-17,382.2,Completed
647,81,2023-05-08,1421.11,Pending
648,464,2023-12-26,1752.66,Completed
649,612,2023-07-13,684.51,Completed
650,310,2023-07-20,217.05,Completed
651,132,2023-12-14,2796.12,Completed
652,154,2023-02-20,65.16,Cancelled
653,168,2023-01-05,504.84,Completed
654,256,2023-04-19,1122.96,Completed
655,782,2023-06-14,702.49,Completed
656,70,2023-09-12,479.4,Completed
657,6,2023-02-05,118.62,Pending
658,416,2023-03-27,82.06,Completed
659,963,2023-09-24,2226.24,Completed
660,243,2023-07-29,428.91,Completed
661,899,2023-09-21,1466.1,Pending
662,440,2023-09-06,1050.39,Cancelled
663,393,2023-06-25,229.26,Completed
664,812,2023-07-02,356.42,Completed
665,202,2023-03-05,136.5,Completed
666,964,2023-01-17,2104.32,Completed
667,187,2023-11-02,651.15,Completed
668,229,2023-05-20,458.52,Completed
669,833,2023-01-01,64.38,Completed
670,214,2023-10-22,59.31,Completed
671,172,2023-07-03,1786.94,Completed
672,570,2023-04-30,1483.86,Completed
673,921,2023-05-25,229.94,Completed
674,526,2023-05-16,1146.6,Completed
675,842,2023-09-21,871.5,Completed
676,327,2023-01-02,442.31,Completed
677,876,2023-03-10,1240.98,Completed
678,955,2023-03-10,2373.1,Completed
679,293,2023-10-07,389.19,Completed
680,544,2023-09-20,1651.29,Completed
681,156,2023-04-03,572.55,Completed
682,289,2023-07-11,1855.92,Completed
683,617,2023-05-25,230.67,Completed
684,817,2023-03-24,18.82,Completed
685,635,2023-01-15,917.85,Completed
686,269,2023-02-01,26.0,Completed
687,359,2023-03-03,274.94,Completed
688,780,2023-07-15,1237.8,Completed
689,609,2023-03-26,1420.0,Completed
690,462,2023-04-20,126.34,Completed
691,534,2023-09-29,1953.36,Completed
692,479,2023-07-27,1820.7,Completed
693,665,2023-10-18,418.68,Completed
694,251,2023-08-09,1527.16,Completed
695,485,2023-10-29,2151.83,Completed
696,701,2023-05-22,1206.89,Completed
697,410,2023-11-08,770.74,Completed
698,947,2023-10-30,758.88,Cancelled
699,740,2023-03-24,456.34,Pending
700,265,2023-05-17,125.1,Completed
701,118,2023-02-18,785.56,Completed
702,512,2023-05-25,1007.52,Completed
703,942,2023-03-28,1357.44,Completed
704,931,2023-02-22,986.47,Completed
705,524,2023-01-13,1991.13,Completed
706,325,2023-01-05,1752.85,Completed
707,569,2023-03-11,469.77,Cancelled
708,701,2023-06-13,230.67,Completed
709,612,2023-11-28,884.62,Completed
710,977,2023-01-03,1664.86,Completed
711,650,2023-11-14,1591.34,Completed
712,57,2023-08-21,1427.28,Completed
713,586,2023-03-14,271.64,Completed
714,920,2023-01-13,2055.56,Cancelled
715,664,2023-04-23,22.86,Completed
716,92,2023-05-09,684.51,Cancelled
